,class,pred
195,NotEA,NotEA
196,EA,EA
197,EA,EA
198,EA,EA
199,NotEA,NotEA
200,NotEA,NotEA
201,NotEA,NotEA
202,NotEA,NotEA
203,NotEA,NotEA
204,NotEA,NotEA
205,EA,NotEA
206,NotEA,NotEA
207,EA,EA
208,EA,EA
209,EA,EA
210,NotEA,NotEA
211,NotEA,NotEA
212,NotEA,NotEA
213,NotEA,NotEA
214,NotEA,NotEA
215,NotEA,EA
216,EA,EA
217,EA,EA
218,NotEA,NotEA
219,EA,NotEA
220,EA,EA
221,NotEA,NotEA
222,EA,EA
223,NotEA,NotEA
224,NotEA,NotEA
225,EA,EA
226,NotEA,NotEA
227,EA,EA
228,EA,NotEA
229,NotEA,NotEA
230,NotEA,NotEA
231,EA,EA
232,EA,EA
233,NotEA,NotEA
234,NotEA,NotEA
235,EA,EA
236,EA,EA
237,NotEA,NotEA
238,NotEA,NotEA
239,NotEA,NotEA
240,NotEA,NotEA
241,EA,EA
242,EA,EA
243,EA,EA
244,NotEA,NotEA
245,EA,EA
246,NotEA,NotEA
247,NotEA,NotEA
248,EA,EA
249,EA,NotEA
250,NotEA,EA
251,NotEA,NotEA
252,NotEA,NotEA
253,EA,EA
254,EA,NotEA
255,EA,EA
256,NotEA,NotEA
257,NotEA,NotEA
258,NotEA,NotEA
259,NotEA,NotEA
260,EA,NotEA
261,NotEA,NotEA
262,NotEA,NotEA
263,NotEA,NotEA
264,NotEA,NotEA
265,EA,EA
266,NotEA,NotEA
267,EA,EA
268,NotEA,NotEA
269,EA,EA
270,NotEA,NotEA
271,NotEA,NotEA
272,NotEA,NotEA
273,NotEA,NotEA
274,NotEA,NotEA
275,NotEA,NotEA
276,EA,EA
277,NotEA,NotEA
278,EA,EA
279,EA,EA
280,NotEA,NotEA
281,NotEA,NotEA
282,EA,EA
283,NotEA,NotEA
284,EA,EA
285,EA,EA
286,EA,EA
287,EA,EA
288,EA,NotEA
289,EA,EA
290,NotEA,NotEA
291,EA,EA
292,EA,EA
293,EA,EA
294,EA,EA
295,EA,EA
296,NotEA,NotEA
297,NotEA,NotEA
298,EA,EA
299,NotEA,NotEA
300,EA,EA
301,EA,EA
302,NotEA,NotEA
303,EA,EA
304,NotEA,NotEA
305,NotEA,NotEA
306,EA,EA
307,EA,EA
308,NotEA,NotEA
309,EA,EA
310,EA,EA
311,EA,EA
312,NotEA,NotEA
313,EA,EA
314,EA,NotEA
315,EA,EA
316,EA,EA
317,EA,EA
318,NotEA,NotEA
319,NotEA,NotEA
320,EA,EA
321,EA,EA
322,EA,EA
323,NotEA,NotEA
324,NotEA,EA
325,EA,EA
326,NotEA,NotEA
327,NotEA,NotEA
328,EA,EA
329,NotEA,NotEA
330,NotEA,NotEA
331,NotEA,NotEA
332,NotEA,NotEA
333,EA,EA
334,EA,EA
335,EA,EA
336,NotEA,NotEA
337,NotEA,NotEA
338,EA,EA
339,EA,EA
340,EA,EA
341,EA,EA
342,NotEA,NotEA
343,NotEA,NotEA
344,NotEA,NotEA
345,EA,EA
346,NotEA,NotEA
347,NotEA,NotEA
348,EA,EA
349,NotEA,NotEA
350,NotEA,NotEA
351,EA,EA
352,NotEA,NotEA
353,EA,EA
354,NotEA,NotEA
355,NotEA,NotEA
356,EA,EA
357,EA,EA
358,NotEA,NotEA
359,NotEA,NotEA
360,EA,EA
361,EA,EA
362,EA,EA
363,EA,NotEA
364,NotEA,NotEA
365,EA,EA
366,NotEA,NotEA
367,NotEA,NotEA
368,NotEA,NotEA
