,class,pred
134,DSCT,DSCT
135,RRc,RRc
136,RR,RR
137,RR,RR
138,RR,RR
139,CEP,CEP
140,RRc,RRc
141,DSCT,DSCT
142,CEP,CEP
143,RRc,RR
144,DSCT,DSCT
145,DSCT,DSCT
146,DSCT,CEP
147,RRc,RRc
148,RRc,RRc
149,RRc,RRc
150,CEP,CEP
151,RR,RR
152,CEP,RR
153,RRc,RRc
154,DSCT,DSCT
155,DSCT,DSCT
156,CEP,CEP
157,CEP,RR
158,DSCT,CEP
159,CEP,CEP
160,RRc,RRc
161,DSCT,CEP
162,RR,RR
163,DSCT,DSCT
164,RRc,RRc
165,DSCT,CEP
166,RRc,RRc
167,CEP,RRc
168,CEP,CEP
169,RRc,RRc
170,RRc,RRc
171,DSCT,DSCT
172,DSCT,DSCT
173,RRc,RRc
174,RR,RR
175,DSCT,CEP
176,DSCT,CEP
177,DSCT,DSCT
178,RR,RR
179,CEP,CEP
180,CEP,CEP
181,CEP,CEP
182,DSCT,DSCT
183,RR,RR
184,RR,RR
185,DSCT,DSCT
186,RRc,RRc
187,RRc,RRc
188,CEP,CEP
189,RRc,RRc
190,RRc,DSCT
191,RR,CEP
192,RR,RR
193,RRc,CEP
194,DSCT,DSCT
195,RR,RR
196,CEP,CEP
197,DSCT,DSCT
198,DSCT,DSCT
199,RRc,RRc
200,RRc,RR
201,CEP,CEP
202,RR,RR
203,RRc,CEP
204,RRc,RRc
205,DSCT,CEP
206,DSCT,DSCT
207,CEP,CEP
208,CEP,CEP
209,CEP,CEP
210,RRc,RRc
211,RRc,RRc
212,CEP,CEP
213,RRc,RR
214,CEP,CEP
215,DSCT,DSCT
216,RRc,RRc
217,DSCT,CEP
218,DSCT,DSCT
219,RR,CEP
220,RRc,CEP
221,CEP,CEP
222,CEP,CEP
223,RRc,RRc
224,RR,RR
225,RRc,RRc
226,RR,CEP
227,DSCT,DSCT
228,RR,RR
229,RRc,RRc
230,RR,RR
231,RR,RR
232,DSCT,DSCT
233,RRc,CEP
234,CEP,CEP
235,RRc,RRc
236,RR,RR
237,RRc,RRc
238,RR,CEP
239,RR,RR
240,RR,RR
241,CEP,CEP
242,CEP,CEP
243,CEP,CEP
244,CEP,CEP
245,RRc,RRc
246,DSCT,DSCT
247,RR,RR
248,CEP,CEP
249,CEP,CEP
250,RRc,RRc
251,CEP,CEP
252,RRc,RRc
253,RRc,RRc
254,RR,RR
255,RR,CEP
256,RR,RR
257,CEP,CEP
258,RRc,RRc
259,DSCT,RRc
260,CEP,CEP
261,RRc,CEP
262,RRc,CEP
263,CEP,CEP
264,DSCT,DSCT
265,RR,CEP
266,RR,CEP
267,RR,CEP
268,CEP,CEP
269,RR,CEP
270,CEP,CEP
271,RRc,RRc
272,CEP,CEP
273,RRc,RRc
274,RR,CEP
275,DSCT,DSCT
276,RR,CEP
277,RR,RR
278,DSCT,RRc
279,DSCT,DSCT
280,DSCT,DSCT
281,RRc,RRc
282,CEP,CEP
283,RRc,RRc
284,RRc,CEP
285,CEP,CEP
286,RR,CEP
287,RRc,CEP
288,DSCT,DSCT
289,DSCT,CEP
290,DSCT,DSCT
291,DSCT,DSCT
292,RR,CEP
293,CEP,CEP
294,RRc,CEP
295,CEP,CEP
296,RRc,CEP
297,CEP,CEP
298,CEP,CEP
299,RRc,RRc
300,RR,CEP
301,RR,RR
302,DSCT,DSCT
303,CEP,CEP
304,CEP,CEP
305,RRc,CEP
306,DSCT,DSCT
307,RRc,CEP
308,RR,RR
309,DSCT,CEP
310,RRc,RRc
311,RRc,RRc
312,DSCT,DSCT
313,CEP,CEP
314,RRc,RRc
315,CEP,CEP
316,RR,RR
317,DSCT,CEP
318,DSCT,DSCT
319,CEP,CEP
320,RRc,CEP
321,DSCT,DSCT
322,CEP,CEP
323,RRc,RRc
324,CEP,CEP
325,CEP,CEP
326,RRc,RRc
327,RRc,RRc
328,RR,CEP
329,RRc,RRc
330,CEP,CEP
331,RRc,CEP
332,CEP,CEP
333,DSCT,DSCT
334,RRc,RRc
335,DSCT,CEP
336,RR,RR
337,DSCT,DSCT
338,DSCT,DSCT
339,RRc,RRc
340,RRc,CEP
341,RRc,RRc
342,RR,CEP
343,RR,RR
344,DSCT,DSCT
345,RR,CEP
346,RR,RR
347,RR,CEP
348,DSCT,DSCT
349,DSCT,DSCT
350,DSCT,DSCT
351,RR,RR
352,RR,CEP
353,RR,CEP
354,CEP,CEP
355,CEP,CEP
356,CEP,CEP
357,RR,RR
358,RRc,RRc
359,RRc,RRc
360,RR,CEP
361,RR,RR
362,DSCT,DSCT
363,CEP,CEP
364,RR,RR
365,RR,RR
366,RR,RRc
367,RR,RR
368,CEP,CEP
369,DSCT,DSCT
370,CEP,CEP
371,RR,RR
372,DSCT,DSCT
373,RRc,RRc
374,RRc,CEP
375,DSCT,DSCT
376,RRc,RRc
377,RRc,RRc
378,DSCT,DSCT
379,DSCT,DSCT
380,CEP,CEP
381,RR,RR
382,DSCT,DSCT
383,RR,RR
384,RRc,RR
385,CEP,CEP
386,RRc,RRc
387,RR,RR
388,DSCT,RRc
389,RRc,RRc
390,DSCT,DSCT
391,RR,RR
392,RR,CEP
393,RRc,RRc
394,CEP,CEP
395,RRc,RRc
396,DSCT,CEP
397,DSCT,DSCT
398,CEP,CEP
399,DSCT,DSCT
400,DSCT,DSCT
401,CEP,CEP
402,RRc,CEP
403,DSCT,DSCT
404,DSCT,RR
405,RR,RR
406,RRc,RRc
407,CEP,CEP
408,RR,RR
409,DSCT,DSCT
410,RRc,RRc
411,DSCT,DSCT
412,DSCT,DSCT
413,DSCT,DSCT
414,DSCT,DSCT
415,CEP,CEP
416,CEP,CEP
417,CEP,CEP
418,CEP,CEP
419,DSCT,DSCT
420,RR,RR
421,CEP,CEP
422,RR,RRc
423,RR,RR
424,CEP,CEP
425,CEP,CEP
426,DSCT,DSCT
427,RR,CEP
428,DSCT,DSCT
429,CEP,CEP
430,RRc,RRc
431,DSCT,DSCT
432,RR,RR
433,CEP,CEP
434,RRc,CEP
435,RRc,RRc
436,RR,RR
437,DSCT,DSCT
438,CEP,CEP
439,RR,RR
440,RRc,RRc
441,RR,RRc
442,DSCT,DSCT
443,RRc,RRc
444,DSCT,DSCT
445,RR,RR
446,CEP,CEP
447,CEP,CEP
448,RR,RR
449,RR,CEP
450,DSCT,DSCT
451,DSCT,DSCT
452,RRc,RRc
453,RR,RR
454,CEP,CEP
455,CEP,CEP
456,DSCT,CEP
457,CEP,CEP
458,RRc,RRc
459,RRc,RRc
460,CEP,CEP
461,RR,RR
462,RRc,CEP
463,RRc,RRc
464,CEP,CEP
465,CEP,CEP
466,CEP,CEP
467,RR,RR
468,CEP,CEP
469,DSCT,DSCT
470,RRc,RRc
471,RRc,RRc
472,DSCT,CEP
473,RR,RR
474,DSCT,DSCT
475,DSCT,DSCT
476,RR,RR
477,DSCT,DSCT
478,RR,RR
479,DSCT,DSCT
480,RRc,RR
481,RRc,RRc
482,DSCT,DSCT
483,CEP,CEP
484,DSCT,DSCT
485,RR,RR
486,CEP,CEP
487,RR,RR
488,RRc,RRc
489,DSCT,DSCT
490,DSCT,DSCT
491,RRc,CEP
492,DSCT,CEP
493,RR,RR
494,DSCT,CEP
495,RRc,RRc
496,CEP,CEP
497,RRc,CEP
498,RR,CEP
499,RRc,RRc
500,DSCT,DSCT
501,DSCT,DSCT
502,CEP,CEP
503,RRc,CEP
504,RR,CEP
505,RRc,CEP
506,DSCT,DSCT
507,RRc,RRc
508,DSCT,DSCT
509,DSCT,CEP
510,RRc,RRc
511,CEP,CEP
512,RRc,CEP
513,RR,RR
514,RRc,RRc
515,CEP,CEP
516,RRc,RRc
517,DSCT,CEP
518,RRc,CEP
519,RRc,RRc
520,RRc,RRc
521,RR,CEP
522,DSCT,DSCT
523,CEP,CEP
524,DSCT,DSCT
525,RRc,CEP
526,RR,RR
527,CEP,CEP
528,RRc,RRc
529,DSCT,DSCT
530,RR,RR
531,DSCT,DSCT
532,DSCT,DSCT
533,RRc,RRc
534,DSCT,DSCT
535,RRc,RRc
536,RRc,RRc
537,DSCT,DSCT
538,RR,RR
539,CEP,CEP
540,DSCT,RRc
541,CEP,CEP
542,RR,CEP
543,RRc,RRc
544,DSCT,DSCT
545,DSCT,DSCT
546,RRc,RRc
547,RR,RR
548,CEP,CEP
549,RRc,RRc
550,DSCT,DSCT
551,RRc,RRc
552,RRc,RRc
553,RR,RR
554,DSCT,DSCT
555,RRc,CEP
556,RR,RR
557,DSCT,CEP
558,RRc,RRc
559,RR,CEP
560,RR,CEP
561,CEP,CEP
562,DSCT,CEP
563,CEP,CEP
564,DSCT,DSCT
565,RRc,CEP
566,CEP,CEP
567,DSCT,DSCT
568,RRc,RRc
569,RRc,RRc
570,DSCT,DSCT
571,RRc,RR
572,RR,CEP
573,RR,RR
574,CEP,CEP
575,DSCT,CEP
576,CEP,CEP
577,CEP,CEP
578,RR,RR
579,RR,CEP
580,CEP,CEP
581,DSCT,DSCT
582,RR,RRc
583,DSCT,DSCT
584,CEP,CEP
585,CEP,RRc
586,CEP,CEP
587,RR,CEP
588,RR,RR
589,RRc,RRc
590,RR,RR
591,DSCT,CEP
592,RR,RR
593,CEP,CEP
594,RR,RR
595,CEP,CEP
596,RR,CEP
597,RR,CEP
598,DSCT,DSCT
599,RRc,RRc
600,DSCT,DSCT
601,DSCT,DSCT
602,CEP,CEP
603,RR,CEP
604,CEP,CEP
605,DSCT,DSCT
606,CEP,CEP
607,RRc,RRc
608,DSCT,DSCT
609,RR,CEP
610,CEP,CEP
611,RRc,RRc
612,RRc,RRc
613,CEP,CEP
614,RR,RR
615,CEP,CEP
616,DSCT,DSCT
617,CEP,CEP
618,DSCT,RRc
619,CEP,CEP
620,RRc,RRc
621,CEP,CEP
622,CEP,CEP
623,RRc,RRc
624,CEP,CEP
625,RRc,RR
626,RR,RR
627,RR,RR
628,DSCT,RRc
629,RR,CEP
630,DSCT,CEP
631,RRc,RRc
632,RR,RRc
633,DSCT,DSCT
634,CEP,CEP
635,RRc,RRc
636,RR,RR
637,RR,RR
638,RR,CEP
639,DSCT,CEP
640,CEP,CEP
641,RR,RRc
642,RR,CEP
643,CEP,CEP
644,RR,RR
645,RRc,RRc
646,DSCT,DSCT
647,RR,CEP
648,RR,CEP
649,CEP,RR
650,DSCT,CEP
651,DSCT,DSCT
652,RRc,CEP
653,RR,CEP
654,RRc,RRc
655,CEP,CEP
656,CEP,CEP
657,RR,CEP
658,CEP,CEP
659,DSCT,RRc
660,CEP,CEP
661,CEP,CEP
662,RR,RR
663,CEP,RR
664,RR,RR
665,DSCT,CEP
666,RR,RR
667,RRc,RRc
668,RR,RR
669,RRc,CEP
670,DSCT,RRc
671,CEP,CEP
672,RRc,CEP
673,CEP,CEP
674,CEP,CEP
675,CEP,CEP
676,CEP,CEP
677,RRc,RRc
678,DSCT,DSCT
679,RRc,RRc
680,RRc,RRc
681,DSCT,CEP
682,CEP,CEP
683,DSCT,DSCT
684,CEP,CEP
685,RRc,RRc
686,DSCT,DSCT
687,CEP,CEP
688,CEP,CEP
689,DSCT,DSCT
690,DSCT,DSCT
691,DSCT,DSCT
692,RR,CEP
693,DSCT,DSCT
694,RR,RR
695,DSCT,DSCT
696,DSCT,CEP
697,DSCT,CEP
698,CEP,CEP
699,DSCT,CEP
700,CEP,CEP
701,RRc,CEP
702,RRc,CEP
703,RRc,RRc
704,DSCT,DSCT
705,RRc,RRc
706,DSCT,DSCT
707,RRc,RRc
708,DSCT,DSCT
709,CEP,CEP
710,CEP,CEP
711,RR,RR
712,DSCT,DSCT
713,RRc,RRc
714,RR,RR
715,DSCT,DSCT
716,RR,CEP
717,DSCT,DSCT
718,RR,RR
719,DSCT,DSCT
720,RRc,CEP
721,CEP,CEP
722,DSCT,DSCT
723,RR,RR
724,RR,RR
725,RRc,RRc
726,CEP,CEP
727,RR,RR
728,CEP,CEP
729,RR,CEP
730,DSCT,DSCT
731,DSCT,DSCT
732,RRc,RRc
733,RRc,RRc
734,RRc,RRc
735,CEP,CEP
736,CEP,CEP
