oid,class
81791,BYDra
81938,BYDra
82571,BYDra
83912,RSCVN
84886,BYDra
84916,BYDra
85584,RSCVN
85651,RSCVN
85717,BYDra
87779,BYDra
87875,BYDra
87878,RSCVN
89125,BYDra
89535,BYDra
90217,RSCVN
90373,BYDra
90486,BYDra
90626,RSCVN
91428,RSCVN
91690,RSCVN
92057,BYDra
92148,BYDra
92632,RSCVN
93095,RSCVN
93358,RSCVN
93444,RSCVN
93982,BYDra
94177,BYDra
94184,RSCVN
94717,BYDra
95717,RSCVN
96775,RSCVN
97396,RSCVN
98144,RSCVN
98201,RSCVN
98400,BYDra
98485,RSCVN
99137,RSCVN
99812,BYDra
101993,RSCVN
102061,RSCVN
102391,BYDra
102506,RSCVN
102634,RSCVN
103108,BYDra
103110,BYDra
103408,RSCVN
103692,BYDra
104340,BYDra
105505,RSCVN
105804,RSCVN
106021,BYDra
106186,BYDra
106322,BYDra
106809,RSCVN
107717,BYDra
109186,BYDra
109671,RSCVN
109874,BYDra
110139,BYDra
110386,BYDra
110582,BYDra
110723,RSCVN
110775,RSCVN
111808,BYDra
113543,BYDra
113660,RSCVN
114270,BYDra
114800,BYDra
115160,RSCVN
115176,BYDra
115807,RSCVN
116281,RSCVN
116573,BYDra
116609,RSCVN
116945,BYDra
117549,BYDra
117644,BYDra
117891,RSCVN
117928,RSCVN
118048,BYDra
118308,BYDra
118925,RSCVN
119049,RSCVN
119130,BYDra
119211,RSCVN
119663,BYDra
120891,RSCVN
121396,BYDra
121849,RSCVN
122486,RSCVN
122517,RSCVN
122758,BYDra
123561,RSCVN
124090,RSCVN
124758,BYDra
125163,BYDra
126592,BYDra
127327,RSCVN
128032,RSCVN
128059,RSCVN
129593,RSCVN
129931,RSCVN
130737,RSCVN
132338,RSCVN
132467,RSCVN
132477,RSCVN
132892,BYDra
133333,BYDra
133357,RSCVN
133780,RSCVN
133802,BYDra
134294,BYDra
134573,BYDra
134623,BYDra
134653,BYDra
135385,RSCVN
135520,RSCVN
135935,RSCVN
136567,BYDra
137330,BYDra
137465,RSCVN
137883,RSCVN
137885,RSCVN
138301,BYDra
138364,BYDra
139216,RSCVN
139305,RSCVN
139519,RSCVN
139539,BYDra
139588,RSCVN
139724,BYDra
139735,RSCVN
139843,BYDra
140096,BYDra
140140,BYDra
140248,BYDra
140568,BYDra
141676,RSCVN
142338,BYDra
142432,BYDra
142841,BYDra
142870,RSCVN
143010,BYDra
143191,RSCVN
143278,RSCVN
144454,BYDra
145425,BYDra
145935,RSCVN
145977,BYDra
146770,BYDra
147110,RSCVN
147366,BYDra
148141,RSCVN
149235,RSCVN
149508,BYDra
150315,BYDra
150925,BYDra
154494,BYDra
155414,RSCVN
155484,RSCVN
155767,BYDra
156084,BYDra
156099,RSCVN
156115,BYDra
156685,RSCVN
158183,BYDra
158335,RSCVN
158951,BYDra
160385,RSCVN
160494,RSCVN
160833,BYDra
161056,BYDra
161851,BYDra
162534,BYDra
163250,RSCVN
163289,BYDra
165180,BYDra
165496,BYDra
165856,RSCVN
166694,RSCVN
167076,RSCVN
167245,BYDra
168450,RSCVN
169606,BYDra
170073,RSCVN
171514,RSCVN
172667,BYDra
176374,BYDra
178694,BYDra
179523,RSCVN
182247,RSCVN
186947,RSCVN
188497,RSCVN
190811,RSCVN
191287,BYDra
191757,BYDra
193362,BYDra
197141,BYDra
199557,BYDra
199931,BYDra
200102,BYDra
201420,BYDra
203882,RSCVN
206389,RSCVN
207662,RSCVN
207847,BYDra
207852,BYDra
208605,RSCVN
208607,BYDra
210453,RSCVN
211386,BYDra
211558,BYDra
212268,BYDra
212922,BYDra
213221,BYDra
214924,BYDra
215589,BYDra
216679,BYDra
217352,BYDra
217581,RSCVN
219769,BYDra
220021,RSCVN
222141,BYDra
222865,RSCVN
223218,RSCVN
223483,RSCVN
224306,BYDra
224991,RSCVN
226555,BYDra
226592,BYDra
226860,RSCVN
227907,RSCVN
228163,BYDra
229428,RSCVN
229479,BYDra
231763,BYDra
232167,BYDra
232196,BYDra
232245,BYDra
232624,RSCVN
233846,RSCVN
234540,BYDra
234557,RSCVN
234831,BYDra
234839,RSCVN
235837,BYDra
235961,BYDra
236893,BYDra
236964,BYDra
238188,BYDra
238615,RSCVN
238929,BYDra
239511,BYDra
241455,BYDra
242466,BYDra
243111,RSCVN
243942,RSCVN
244197,BYDra
244217,BYDra
245352,RSCVN
247248,BYDra
248422,BYDra
251386,BYDra
251525,RSCVN
253096,BYDra
253932,BYDra
253989,BYDra
254405,BYDra
255360,RSCVN
255788,RSCVN
263151,RSCVN
263631,RSCVN
264451,RSCVN
264992,BYDra
269405,RSCVN
270559,RSCVN
271080,BYDra
271109,RSCVN
271570,BYDra
273268,BYDra
274995,BYDra
275448,BYDra
276008,BYDra
276505,BYDra
277400,BYDra
281209,BYDra
282021,BYDra
283937,RSCVN
286160,RSCVN
286688,RSCVN
287383,BYDra
288591,BYDra
288851,RSCVN
289132,RSCVN
291532,BYDra
297074,RSCVN
297987,RSCVN
298224,BYDra
298480,RSCVN
300198,RSCVN
300917,RSCVN
301282,RSCVN
302070,BYDra
302241,RSCVN
302848,RSCVN
303270,BYDra
304144,RSCVN
305626,RSCVN
305707,BYDra
306631,RSCVN
306740,RSCVN
309937,BYDra
310701,BYDra
313647,RSCVN
317494,BYDra
319057,BYDra
321051,RSCVN
322230,RSCVN
322327,RSCVN
322790,BYDra
323959,BYDra
324108,BYDra
325370,RSCVN
326851,RSCVN
326859,RSCVN
329249,RSCVN
330364,BYDra
330749,RSCVN
333206,BYDra
334885,RSCVN
335474,RSCVN
335608,RSCVN
336225,BYDra
337773,BYDra
338136,BYDra
338631,RSCVN
339154,RSCVN
339698,RSCVN
340629,BYDra
344297,RSCVN
344819,BYDra
346685,BYDra
346779,BYDra
347233,BYDra
348816,BYDra
348824,RSCVN
348889,RSCVN
349010,BYDra
349724,BYDra
352282,RSCVN
353112,BYDra
353896,RSCVN
354705,BYDra
356265,BYDra
356575,RSCVN
357199,RSCVN
358846,RSCVN
359525,RSCVN
361329,BYDra
362373,RSCVN
362633,RSCVN
363239,BYDra
363411,RSCVN
364228,RSCVN
365009,BYDra
365734,RSCVN
365782,RSCVN
366863,BYDra
368529,BYDra
371262,BYDra
372028,RSCVN
373133,RSCVN
373238,RSCVN
374239,BYDra
376066,RSCVN
376443,BYDra
377308,RSCVN
379773,BYDra
380104,RSCVN
380526,RSCVN
386079,RSCVN
386626,RSCVN
389906,RSCVN
391349,RSCVN
393637,BYDra
394193,RSCVN
395617,RSCVN
398523,BYDra
399755,BYDra
400807,RSCVN
401102,RSCVN
402377,BYDra
402776,RSCVN
407290,RSCVN
407906,RSCVN
408289,RSCVN
408969,RSCVN
412230,RSCVN
413320,RSCVN
413953,RSCVN
414343,RSCVN
415728,RSCVN
416143,BYDra
418728,RSCVN
419847,RSCVN
420654,RSCVN
421675,RSCVN
422584,RSCVN
424134,RSCVN
424166,RSCVN
425208,RSCVN
425576,BYDra
425776,RSCVN
426853,RSCVN
428437,RSCVN
428848,BYDra
430270,BYDra
431538,RSCVN
431983,BYDra
433000,BYDra
433696,RSCVN
434529,RSCVN
436186,BYDra
436205,RSCVN
436426,RSCVN
437102,BYDra
437288,BYDra
438669,RSCVN
439072,BYDra
440533,RSCVN
441029,BYDra
442140,BYDra
442830,RSCVN
445293,BYDra
445981,BYDra
447730,RSCVN
448281,RSCVN
450104,RSCVN
451148,RSCVN
451614,RSCVN
453316,BYDra
453842,RSCVN
453865,RSCVN
455323,BYDra
455567,RSCVN
456554,RSCVN
456639,RSCVN
460046,RSCVN
460853,RSCVN
461916,RSCVN
461982,BYDra
463244,RSCVN
463573,BYDra
463923,BYDra
463996,RSCVN
464278,RSCVN
464782,RSCVN
465216,RSCVN
466445,BYDra
466820,BYDra
467002,BYDra
469075,BYDra
470764,BYDra
470852,RSCVN
471523,BYDra
472748,RSCVN
473347,RSCVN
474087,RSCVN
474745,RSCVN
475527,RSCVN
475532,RSCVN
476406,BYDra
477430,RSCVN
477528,RSCVN
478174,BYDra
479802,RSCVN
480166,RSCVN
480567,BYDra
482406,RSCVN
483074,RSCVN
484439,BYDra
485249,BYDra
486429,RSCVN
487643,BYDra
488125,BYDra
490213,RSCVN
494172,BYDra
494703,RSCVN
494727,RSCVN
495297,RSCVN
496767,RSCVN
497070,BYDra
497593,RSCVN
499273,RSCVN
499287,RSCVN
499390,RSCVN
499413,RSCVN
499434,RSCVN
500005,RSCVN
501133,RSCVN
501544,RSCVN
501632,RSCVN
502991,RSCVN
503914,RSCVN
504005,RSCVN
504031,RSCVN
504922,RSCVN
505878,RSCVN
510089,RSCVN
510661,RSCVN
510994,RSCVN
512107,RSCVN
512376,RSCVN
514805,BYDra
514884,RSCVN
515256,RSCVN
515588,RSCVN
515631,RSCVN
515838,RSCVN
517814,RSCVN
518381,RSCVN
518744,RSCVN
519708,RSCVN
519714,RSCVN
522886,BYDra
524164,RSCVN
524293,RSCVN
524546,RSCVN
524789,RSCVN
525478,RSCVN
528727,BYDra
528729,BYDra
528781,RSCVN
529113,BYDra
529138,RSCVN
530209,BYDra
533890,BYDra
533936,RSCVN
536546,RSCVN
537605,RSCVN
538175,RSCVN
539232,BYDra
540015,RSCVN
540059,RSCVN
543802,BYDra
544214,RSCVN
545328,BYDra
545732,RSCVN
545896,RSCVN
546366,RSCVN
548270,RSCVN
548998,BYDra
549871,BYDra
549916,RSCVN
553076,RSCVN
553284,BYDra
554051,RSCVN
554485,BYDra
555308,RSCVN
556148,BYDra
556274,RSCVN
558019,RSCVN
558169,RSCVN
560084,RSCVN
563916,BYDra
565115,RSCVN
565250,RSCVN
566476,RSCVN
566656,BYDra
567582,BYDra
567610,RSCVN
567652,RSCVN
568000,RSCVN
568815,RSCVN
569741,RSCVN
570434,RSCVN
571310,RSCVN
572010,BYDra
572852,BYDra
573393,BYDra
573873,RSCVN
574499,BYDra
576059,RSCVN
578190,RSCVN
578510,RSCVN
578511,RSCVN
578775,BYDra
579087,RSCVN
579500,RSCVN
579505,BYDra
579875,BYDra
581033,RSCVN
581410,BYDra
581524,RSCVN
583705,BYDra
585205,BYDra
587120,BYDra
588429,RSCVN
591932,RSCVN
592621,BYDra
592935,RSCVN
593839,RSCVN
593865,RSCVN
594264,RSCVN
595196,RSCVN
596432,BYDra
598241,BYDra
599624,RSCVN
600148,RSCVN
600538,RSCVN
600562,RSCVN
602577,RSCVN
602798,RSCVN
604031,BYDra
604808,BYDra
605145,BYDra
605498,BYDra
606817,RSCVN
606965,RSCVN
607173,RSCVN
607587,BYDra
608841,RSCVN
609347,RSCVN
609772,BYDra
610605,BYDra
610786,RSCVN
612300,BYDra
612468,BYDra
612526,BYDra
613832,BYDra
614375,BYDra
614602,RSCVN
614818,BYDra
615089,BYDra
615161,BYDra
617707,BYDra
620116,BYDra
620669,BYDra
621262,BYDra
622921,BYDra
624061,RSCVN
624409,BYDra
624803,BYDra
625552,BYDra
627063,BYDra
627235,RSCVN
627695,BYDra
628939,RSCVN
630215,RSCVN
630691,RSCVN
632061,RSCVN
632332,RSCVN
632446,BYDra
634340,BYDra
634749,RSCVN
635875,RSCVN
636124,BYDra
637292,BYDra
638751,RSCVN
639899,BYDra
640045,RSCVN
640313,BYDra
640323,BYDra
640793,RSCVN
641732,BYDra
641920,BYDra
642109,BYDra
644022,RSCVN
644381,BYDra
645748,RSCVN
645825,RSCVN
645929,BYDra
645947,RSCVN
646093,RSCVN
653085,RSCVN
654692,RSCVN
657890,RSCVN
659328,RSCVN
659534,RSCVN
659930,RSCVN
660030,BYDra
660531,BYDra
661079,BYDra
661269,BYDra
661726,RSCVN
661764,RSCVN
662744,BYDra
662941,RSCVN
663150,BYDra
663366,RSCVN
663399,BYDra
665334,BYDra
666510,RSCVN
667272,BYDra
668526,BYDra
668749,RSCVN
668965,BYDra
669859,BYDra
669915,RSCVN
671920,RSCVN
674259,BYDra
675267,BYDra
675465,BYDra
676779,BYDra
678483,RSCVN
678868,RSCVN
680407,RSCVN
680706,BYDra
680919,BYDra
681188,RSCVN
682316,RSCVN
683438,RSCVN
683880,BYDra
684545,RSCVN
684753,BYDra
685278,RSCVN
685290,BYDra
688653,BYDra
688858,BYDra
689234,BYDra
689750,RSCVN
689966,RSCVN
690106,RSCVN
690907,BYDra
691009,BYDra
691098,RSCVN
692866,RSCVN
694136,RSCVN
694906,RSCVN
695136,RSCVN
695220,RSCVN
695532,RSCVN
696164,BYDra
697175,RSCVN
697375,BYDra
697698,RSCVN
697904,BYDra
698534,BYDra
700987,BYDra
702602,BYDra
702997,BYDra
703068,BYDra
703570,RSCVN
703584,BYDra
703702,BYDra
704242,RSCVN
704340,RSCVN
704368,RSCVN
704524,RSCVN
705062,RSCVN
705160,RSCVN
707543,BYDra
707881,BYDra
708845,RSCVN
709475,BYDra
709832,BYDra
711121,BYDra
711685,BYDra
712051,RSCVN
712574,BYDra
715582,RSCVN
716506,RSCVN
716783,BYDra
717989,RSCVN
718585,RSCVN
718913,BYDra
719055,BYDra
720458,BYDra
721400,RSCVN
722873,BYDra
723082,RSCVN
723634,RSCVN
724646,RSCVN
725349,BYDra
725650,BYDra
726053,BYDra
728127,BYDra
729222,BYDra
731258,BYDra
731347,BYDra
731576,BYDra
731903,RSCVN
732273,RSCVN
733274,BYDra
733359,RSCVN
734138,BYDra
735223,BYDra
736541,BYDra
736618,BYDra
736963,BYDra
737089,RSCVN
737198,BYDra
738452,BYDra
738504,RSCVN
738951,RSCVN
739278,BYDra
740780,BYDra
741136,BYDra
741187,RSCVN
741229,RSCVN
741750,BYDra
742216,BYDra
744276,BYDra
744424,BYDra
744721,BYDra
744805,BYDra
745357,RSCVN
745379,BYDra
745812,RSCVN
746424,RSCVN
746800,BYDra
747703,BYDra
749074,BYDra
749753,BYDra
750182,RSCVN
750375,BYDra
750908,RSCVN
751855,RSCVN
752774,BYDra
752887,BYDra
753043,RSCVN
753121,BYDra
753728,BYDra
753752,RSCVN
754744,BYDra
754978,RSCVN
755730,BYDra
755914,RSCVN
756085,RSCVN
756680,BYDra
756683,RSCVN
757041,BYDra
757326,RSCVN
757438,BYDra
757624,BYDra
758370,RSCVN
758701,BYDra
758751,BYDra
759382,BYDra
760905,BYDra
761946,BYDra
763960,RSCVN
764660,RSCVN
764977,BYDra
765648,BYDra
765731,BYDra
765866,RSCVN
766680,BYDra
767667,BYDra
768389,BYDra
768434,BYDra
768920,BYDra
768929,BYDra
768984,RSCVN
769799,BYDra
769810,RSCVN
769904,BYDra
770572,BYDra
770602,BYDra
772449,BYDra
774623,BYDra
774946,BYDra
774978,RSCVN
775571,RSCVN
776398,BYDra
776687,BYDra
777859,RSCVN
778474,RSCVN
778630,BYDra
778963,BYDra
779217,BYDra
779591,RSCVN
779951,BYDra
781118,RSCVN
