oid,class
10496,RSCVN
10806,RSCVN
10814,RRc
11013,BYDra
11179,RR
11210,DSCT
11253,BYDra
11406,EW
11417,DSCT
11667,SR
11849,RR
11959,EW
12001,BYDra
12006,RSCVN
12106,RRc
12139,EW
12284,EW
12294,DSCT
12357,DSCT
12366,EA
12439,DSCT
12457,DSCT
12528,EA
12557,CEP
12729,RSCVN
12775,RRc
12828,DSCT
13021,RSCVN
13034,RSCVN
13116,Mira
13172,EA
13201,DSCT
13231,BYDra
13271,SR
13378,RSCVN
13385,RR
13387,BYDra
13439,DSCT
13460,CEP
13467,DSCT
13490,EA
13520,EA
13525,DSCT
13642,BYDra
13666,EA
13765,DSCT
13819,DSCT
13860,BYDra
13867,CEP
13933,EA
13994,EA
14051,EW
14156,EW
14253,SR
14471,EA
14504,EW
14601,RSCVN
14700,RSCVN
14750,EA
14779,RRc
14881,RSCVN
14934,DSCT
14957,SR
15016,CEP
15024,CEP
15133,CEP
15189,CEP
15309,CEP
15387,CEP
15447,CEP
15450,RSCVN
15485,CEP
15487,CEP
15512,CEP
15527,EA
15545,CEP
15563,RSCVN
15599,CEP
15602,EW
15630,RRc
15646,RSCVN
15676,EW
15755,CEP
15914,EW
15956,EW
15994,EA
16040,CEP
16045,EA
16074,SR
16099,CEP
16128,CEP
16188,CEP
16204,CEP
16234,DSCT
16261,CEP
16277,EW
16282,RSCVN
16291,DSCT
16372,EW
16375,EW
16390,RSCVN
16444,DSCT
16577,RRc
16593,CEP
16619,CEP
16636,RSCVN
16638,BYDra
16655,CEP
16796,EA
16821,BYDra
16826,RR
16883,RRc
16918,CEP
17029,CEP
17045,RRc
17054,CEP
17062,CEP
17077,SR
17154,CEP
17169,CEP
17194,EA
17207,BYDra
17212,Mira
17216,RSCVN
17310,RR
17388,Mira
17490,EA
17531,EA
17635,EW
17706,BYDra
17710,CEP
17738,RSCVN
17750,DSCT
17824,RRc
17830,SR
17938,CEP
17974,BYDra
18083,DSCT
18350,CEP
18371,EA
18387,EA
18471,RR
18479,CEP
18531,RSCVN
18623,DSCT
18629,BYDra
18771,EW
18970,CEP
19171,EA
19181,EW
19247,BYDra
19259,EA
19276,DSCT
19342,DSCT
19366,RR
19380,SR
19386,RSCVN
19388,CEP
19508,BYDra
19535,EA
19734,RSCVN
19741,EA
19837,BYDra
19982,BYDra
19990,DSCT
20073,EA
20170,CEP
20238,CEP
20283,RRc
20314,EA
20467,SR
20541,RRc
20599,CEP
20645,EA
20654,RSCVN
20683,RSCVN
20757,RRc
20870,CEP
21006,BYDra
21037,DSCT
21055,CEP
21087,DSCT
21090,EA
21194,EA
21220,Mira
21240,DSCT
21263,BYDra
21332,RR
21458,BYDra
21515,CEP
21548,BYDra
21614,RR
21794,RR
21887,EA
22091,SR
22135,Mira
22140,DSCT
22189,CEP
22211,EA
22233,SR
22397,RR
22684,BYDra
22747,SR
22800,CEP
23031,SR
23101,CEP
23235,DSCT
23241,Mira
23262,BYDra
23272,CEP
23300,RR
23461,BYDra
23610,DSCT
23699,EW
23704,BYDra
23814,RR
23948,Mira
24022,RRc
24025,DSCT
24033,CEP
24147,CEP
24181,DSCT
24187,RRc
24190,RSCVN
24251,BYDra
24256,CEP
24312,BYDra
24313,EA
24408,DSCT
24438,EW
24442,BYDra
24588,RSCVN
24658,EA
24745,EW
24833,RR
24874,RR
24880,SR
24886,RSCVN
24905,EW
24915,DSCT
24943,BYDra
25147,RRc
25166,EW
25323,EA
25374,RR
25509,DSCT
25594,RR
25660,SR
25661,EW
25789,EA
25855,EA
25906,BYDra
25931,RSCVN
25997,EA
26010,SR
26098,RR
26100,RSCVN
26163,CEP
26166,RSCVN
26179,EW
26208,CEP
26298,RR
26344,RSCVN
26400,RRc
26427,EW
26513,RR
26518,CEP
26524,RR
26570,DSCT
26591,RSCVN
26687,CEP
26730,EW
26739,CEP
26890,BYDra
26951,CEP
26990,EA
27007,SR
27093,BYDra
27206,BYDra
27249,DSCT
27354,RRc
27397,EW
27428,EA
27472,CEP
27690,EW
27760,Mira
27765,DSCT
27769,EW
27857,DSCT
27880,RR
28005,DSCT
28027,EA
28073,RRc
28182,RR
28183,CEP
28398,RSCVN
28408,EA
28421,EA
28470,Mira
28539,RSCVN
28665,EA
28673,EA
28703,RSCVN
28714,EA
28734,SR
28747,CEP
28815,EW
28889,BYDra
28930,RRc
28974,RSCVN
29010,BYDra
29015,DSCT
29066,Mira
29139,Mira
29165,DSCT
29207,EW
29349,Mira
29565,Mira
29852,RR
29864,DSCT
29930,BYDra
29999,RRc
30019,DSCT
30143,SR
30228,CEP
30329,RRc
30333,Mira
30364,RR
30395,EA
30498,DSCT
30503,Mira
30506,RRc
30530,EW
30589,BYDra
30728,EA
30774,BYDra
30790,CEP
30875,CEP
30892,RSCVN
30909,RSCVN
30927,RR
31011,BYDra
31144,EW
31146,RRc
31191,BYDra
31203,EA
31295,BYDra
31306,CEP
31474,BYDra
31483,EA
31492,BYDra
31501,RSCVN
31614,CEP
31641,BYDra
31769,RRc
31796,SR
32112,CEP
32251,CEP
32396,EW
32445,BYDra
32448,RRc
32554,BYDra
32566,EW
32687,EA
32712,CEP
32715,SR
32734,EA
32793,RRc
32837,EW
32875,Mira
32944,BYDra
32962,BYDra
32993,BYDra
33251,CEP
33392,DSCT
33552,SR
33723,DSCT
33742,CEP
33794,BYDra
33831,RR
33894,RR
33904,EW
33990,RR
34115,EW
34160,RRc
34235,BYDra
34358,RR
34397,DSCT
34406,CEP
34521,EW
34572,EW
34738,RSCVN
34920,EW
34995,RSCVN
35017,RR
35043,EA
35134,RSCVN
35198,DSCT
35213,CEP
35273,BYDra
35279,RSCVN
35303,EA
35316,RSCVN
35333,DSCT
35343,BYDra
35347,DSCT
35542,SR
35576,DSCT
35616,RSCVN
35866,Mira
35885,EW
35949,EA
35970,EA
36120,RSCVN
36134,EW
36156,RR
36449,EW
36561,EW
36631,CEP
36637,EA
37103,RSCVN
37168,EA
37230,BYDra
37251,RSCVN
37285,CEP
37486,EA
37602,BYDra
37750,RSCVN
37816,CEP
38141,RRc
38144,SR
38203,BYDra
38230,RSCVN
38598,DSCT
38657,RR
38705,DSCT
38831,EA
38979,RR
39025,EA
39065,RSCVN
39213,EW
39231,DSCT
39278,CEP
39339,RR
39489,DSCT
39618,RSCVN
39624,BYDra
39774,BYDra
39786,EW
39816,Mira
39995,EW
40001,RR
40022,DSCT
40068,RR
40271,DSCT
40295,CEP
40318,DSCT
40380,EA
40398,RSCVN
40534,EW
40559,SR
40565,SR
40657,DSCT
40676,RRc
40761,RSCVN
40765,RSCVN
40768,CEP
40869,RRc
40878,RRc
40959,BYDra
41013,EW
41332,EA
41391,DSCT
41585,RRc
41590,BYDra
41778,DSCT
41887,EW
41888,EW
41893,RSCVN
41932,Mira
41951,EA
41952,RSCVN
41955,CEP
42046,RRc
42051,RRc
42081,EW
42209,DSCT
42218,RSCVN
42292,RSCVN
42300,EA
42433,RSCVN
42487,RR
42549,SR
42611,EW
42644,RSCVN
42698,EA
42772,EW
43051,CEP
43262,EA
43324,EW
43392,Mira
43492,DSCT
43498,RRc
43639,BYDra
43670,EA
43749,BYDra
43840,EA
43930,RSCVN
44081,EW
44148,DSCT
44170,RSCVN
44323,BYDra
44332,RR
44547,RSCVN
44597,EA
44622,BYDra
44972,CEP
45060,CEP
45245,BYDra
45279,BYDra
45345,DSCT
45356,CEP
45396,RRc
45700,BYDra
45799,EA
45873,RSCVN
45903,SR
45927,DSCT
46006,DSCT
46042,DSCT
46130,RRc
46347,DSCT
46556,EA
46674,EA
46690,BYDra
46711,EW
46742,RSCVN
46783,EW
46903,EW
46911,EW
46919,CEP
46945,BYDra
47003,EA
47010,CEP
47172,DSCT
47247,SR
47312,RRc
47464,DSCT
47479,BYDra
47580,RRc
47581,BYDra
47591,CEP
47597,DSCT
47737,DSCT
47760,EW
47789,BYDra
47818,DSCT
47876,RR
48051,RSCVN
48066,EA
48084,RSCVN
48110,BYDra
48139,BYDra
48148,RSCVN
48217,EA
48341,CEP
48362,BYDra
48432,DSCT
48441,BYDra
48622,EW
48725,BYDra
48739,RSCVN
48859,CEP
49106,BYDra
49129,SR
49216,EW
49306,BYDra
49317,RSCVN
49319,Mira
49407,EA
49409,BYDra
49587,BYDra
49669,DSCT
49793,SR
49828,BYDra
49834,DSCT
49869,BYDra
49870,BYDra
49983,DSCT
50094,EA
50110,RSCVN
50340,DSCT
50344,EA
50675,RSCVN
50756,BYDra
50771,EW
50797,BYDra
50802,BYDra
50882,RR
50892,EA
50935,DSCT
50951,RR
51014,RSCVN
51219,EA
51283,RRc
51365,EA
51375,EA
51376,BYDra
51497,CEP
51603,BYDra
51628,BYDra
51654,RSCVN
51690,Mira
51707,RR
51778,SR
51947,RSCVN
51996,DSCT
52001,RSCVN
52024,RRc
52076,EA
52151,DSCT
52213,DSCT
52274,RRc
52289,BYDra
52293,CEP
52503,EA
52547,RSCVN
52582,DSCT
52649,EA
52768,RSCVN
52825,SR
52863,EW
52960,RSCVN
53018,RR
53110,CEP
53134,BYDra
53184,EW
53416,DSCT
53503,RR
53544,EA
53587,CEP
53655,EA
53674,BYDra
53788,BYDra
53806,EA
53818,EW
53865,RSCVN
53906,RR
53986,EA
53990,RR
54019,BYDra
54446,EW
54566,SR
54872,RSCVN
54957,DSCT
54978,DSCT
55039,DSCT
55097,RSCVN
55170,EA
55246,DSCT
55503,EW
55595,EW
55624,SR
55696,EA
55967,EA
56071,EA
56080,EW
56234,EA
56287,Mira
56298,EW
56461,RSCVN
56539,EA
56571,EA
56769,BYDra
56790,CEP
56792,DSCT
56804,EA
57019,EW
57053,EA
57119,EA
57121,EA
57246,RR
57308,DSCT
57485,CEP
57577,DSCT
57779,DSCT
57786,RSCVN
57869,RSCVN
57929,BYDra
57943,RR
57990,RSCVN
58047,RSCVN
58275,RSCVN
58297,RSCVN
58417,SR
58474,DSCT
58493,RRc
58628,EA
58650,DSCT
58933,RSCVN
58987,EW
59065,RSCVN
59109,RR
59269,RSCVN
59512,CEP
59529,DSCT
59572,BYDra
59594,BYDra
59620,DSCT
59638,BYDra
59663,DSCT
59673,RR
59712,DSCT
59789,RRc
59820,BYDra
59884,BYDra
59928,BYDra
60117,SR
60154,DSCT
60166,BYDra
60205,RRc
60257,DSCT
60327,SR
60342,BYDra
60394,BYDra
60406,RSCVN
60409,RRc
60530,BYDra
60585,BYDra
60834,CEP
60861,RSCVN
60895,RSCVN
60937,EW
60969,Mira
61063,CEP
61077,RSCVN
61348,SR
61398,RR
61420,DSCT
61492,BYDra
61535,CEP
61673,RRc
61738,SR
61819,RSCVN
61830,BYDra
61868,EW
61917,DSCT
61981,EW
62283,DSCT
62428,SR
62453,RR
62502,CEP
62535,RR
62555,RRc
62664,Mira
62935,DSCT
62956,CEP
62961,Mira
62973,CEP
63052,SR
63059,DSCT
63167,BYDra
63180,BYDra
63279,EW
63395,Mira
63423,RSCVN
63477,BYDra
63492,RR
63505,BYDra
63539,CEP
63602,RSCVN
63720,EA
63736,DSCT
63740,RR
63849,CEP
63881,RSCVN
63946,RSCVN
63975,DSCT
64108,DSCT
64114,EW
64128,EA
64137,DSCT
64181,SR
64225,BYDra
64444,EW
64499,CEP
64500,RSCVN
64515,DSCT
64528,RSCVN
64626,DSCT
64791,EW
64878,DSCT
64939,BYDra
64970,CEP
65080,RSCVN
65260,RR
65304,EA
65358,EA
65403,CEP
65493,CEP
65646,SR
65670,BYDra
65784,CEP
65796,CEP
66127,RRc
66162,DSCT
66180,DSCT
66340,RRc
66381,EA
66391,DSCT
66444,DSCT
66732,RSCVN
66786,BYDra
66821,EA
66919,DSCT
66923,EA
67063,RR
67084,BYDra
67124,RRc
67159,EW
67336,RSCVN
67355,RR
67361,EA
67419,RSCVN
67449,CEP
67552,RSCVN
67582,EA
67601,EW
67615,RSCVN
67800,BYDra
67906,EW
68509,EA
68545,RSCVN
68553,EA
68575,CEP
68721,Mira
68756,SR
68811,EA
68977,BYDra
69026,BYDra
69182,BYDra
69256,SR
69260,EW
69272,RRc
69412,EA
69424,DSCT
69471,Mira
69581,CEP
69599,EA
69603,RR
69606,RSCVN
69609,DSCT
69654,Mira
69752,RSCVN
69858,EW
69903,EW
69991,RSCVN
70114,RRc
70124,EA
70344,SR
70378,EW
70422,CEP
70633,SR
70707,DSCT
70875,CEP
70918,BYDra
70939,BYDra
71076,RSCVN
71115,EA
71148,RRc
71165,BYDra
71174,RSCVN
71203,BYDra
71239,RRc
71310,BYDra
71453,RSCVN
71510,RRc
71556,SR
71809,CEP
71826,CEP
71946,Mira
71953,CEP
71982,SR
72131,EW
72167,RSCVN
72262,CEP
72284,RSCVN
72286,BYDra
72478,CEP
72519,RSCVN
72577,EA
72594,RRc
72614,BYDra
72652,CEP
72707,Mira
72734,SR
72753,SR
72766,CEP
72982,DSCT
72990,EA
72992,CEP
73087,EW
73374,CEP
73409,RR
73519,DSCT
73560,EA
73766,CEP
73787,RRc
73854,EW
73861,RR
73911,DSCT
73931,DSCT
74022,RSCVN
74204,CEP
74296,CEP
74360,CEP
74369,BYDra
74461,RSCVN
74568,EW
74621,EW
74655,RRc
74771,Mira
74924,EA
74941,RSCVN
75004,RSCVN
75085,DSCT
75110,DSCT
75178,RR
75180,EW
75243,Mira
75254,CEP
75263,DSCT
75280,RSCVN
75308,CEP
75445,CEP
75496,EA
75541,Mira
75585,BYDra
75647,Mira
75655,SR
75688,RSCVN
75765,DSCT
75786,DSCT
76310,BYDra
76337,Mira
76342,RRc
76361,RR
76425,EW
76487,Mira
76499,EW
76754,RSCVN
76859,DSCT
76928,BYDra
76939,EW
76948,EW
76951,EA
76985,Mira
77062,EW
77303,EA
77372,EW
77867,EW
77915,EA
77957,RSCVN
78012,DSCT
78035,RRc
78103,EW
78122,DSCT
78159,SR
78169,RR
78208,SR
78341,BYDra
78381,RR
78403,EW
78447,BYDra
78519,RR
78540,CEP
78596,DSCT
78748,EA
78815,BYDra
78891,CEP
78931,CEP
79041,BYDra
79059,EW
79096,DSCT
79202,DSCT
79353,EA
79361,BYDra
79363,RSCVN
79407,RR
79614,EW
79627,RR
79654,CEP
80046,RSCVN
80058,CEP
80112,CEP
80119,EA
80123,EW
80174,DSCT
80216,DSCT
80247,DSCT
80250,EW
80373,DSCT
80382,SR
80499,DSCT
80578,DSCT
80647,DSCT
80670,EW
80685,EW
80703,BYDra
80774,DSCT
80848,SR
80885,EA
80896,RSCVN
80999,EW
81006,RSCVN
81025,BYDra
81083,EW
81151,CEP
81161,RSCVN
81179,RSCVN
81195,CEP
81240,DSCT
81289,RSCVN
81303,EA
81325,RRc
81385,EW
81422,BYDra
81443,EW
81461,RSCVN
81506,CEP
81533,CEP
81843,RSCVN
81920,BYDra
82071,CEP
82072,CEP
82146,EW
82178,DSCT
82182,BYDra
82287,BYDra
82321,EW
82345,EA
82402,BYDra
82421,EA
82468,DSCT
82680,DSCT
82764,CEP
82789,RRc
82894,EA
82936,EW
83030,BYDra
83361,EA
83484,DSCT
83548,EA
83612,EA
83656,RSCVN
83791,RSCVN
83889,CEP
83963,BYDra
83982,EW
83995,RSCVN
83996,BYDra
84006,DSCT
84142,EW
84280,CEP
84496,SR
84722,Mira
84791,RSCVN
84805,RRc
84888,RSCVN
85003,EW
85093,CEP
85293,BYDra
85440,DSCT
85478,SR
85604,Mira
85684,BYDra
85856,CEP
85887,Mira
85959,EW
86027,CEP
86208,BYDra
86338,EA
86512,RR
86535,DSCT
86559,RSCVN
86648,BYDra
86668,EA
86695,EW
86742,BYDra
86858,CEP
86864,BYDra
86920,CEP
86953,EW
87178,RRc
87280,RSCVN
87332,BYDra
87358,CEP
87482,RR
87511,EW
87679,BYDra
87891,DSCT
87963,EA
87979,EA
88061,RSCVN
88066,CEP
88145,RRc
88207,EA
88277,EA
88299,DSCT
88319,EW
88372,CEP
88453,BYDra
88601,EW
88668,CEP
88723,RSCVN
88806,EA
88820,SR
88951,RRc
89007,BYDra
89018,BYDra
89051,EA
89116,RR
89136,BYDra
89174,RSCVN
89191,DSCT
89295,DSCT
89309,DSCT
89313,EW
89610,CEP
89640,DSCT
89682,EW
89693,EA
89919,BYDra
90405,DSCT
90486,BYDra
90739,BYDra
90775,BYDra
90829,Mira
90951,RR
91032,RRc
91191,CEP
91206,CEP
91225,RRc
91291,EW
91340,EW
91451,SR
91521,RSCVN
91538,BYDra
91563,EW
91609,EW
91628,CEP
91703,CEP
91705,EW
91721,DSCT
91722,CEP
91766,RSCVN
91888,DSCT
91891,BYDra
91932,Mira
91956,BYDra
91974,CEP
92099,BYDra
92125,SR
92205,BYDra
92232,DSCT
92247,BYDra
92281,RSCVN
92442,CEP
92548,EW
92736,SR
92847,DSCT
93009,RRc
93332,RR
93348,CEP
93415,CEP
93425,CEP
93513,DSCT
93661,Mira
93669,RSCVN
93734,DSCT
93811,RSCVN
93847,RSCVN
93963,SR
94057,EA
94090,SR
94132,SR
94332,EA
94417,CEP
94490,EA
94500,BYDra
94521,DSCT
94727,EW
94883,SR
94884,DSCT
94944,EW
94946,SR
94995,RRc
95269,SR
95488,RR
95638,BYDra
95647,BYDra
95700,RR
95912,RSCVN
96050,EA
96052,RR
96066,BYDra
96441,EW
96462,RRc
96606,BYDra
96768,CEP
96771,BYDra
96822,EW
96845,RR
96879,RR
96900,SR
96921,CEP
97051,BYDra
97238,DSCT
97247,CEP
97271,CEP
97662,BYDra
97782,CEP
97809,CEP
97811,RSCVN
97906,CEP
97928,EA
97937,RR
98015,EW
98122,EA
98629,DSCT
98648,DSCT
98653,EA
98654,Mira
98663,RRc
98838,RSCVN
98952,RR
98963,RSCVN
98975,RSCVN
99052,DSCT
99111,RSCVN
99276,EA
99562,CEP
99603,DSCT
99776,DSCT
99971,RR
100015,RSCVN
100198,EA
100241,EA
100283,DSCT
100337,DSCT
100341,RR
100545,RSCVN
100560,RR
100564,BYDra
100623,EA
100664,RRc
100698,CEP
100732,RSCVN
100880,DSCT
100922,DSCT
100927,EA
100987,BYDra
101022,EW
101146,BYDra
101148,RR
101179,RSCVN
101191,SR
101226,EW
101257,DSCT
101310,BYDra
101368,BYDra
101411,EW
101436,RSCVN
101642,BYDra
101709,BYDra
101729,DSCT
101784,DSCT
102026,EA
102171,EW
102267,RSCVN
102291,DSCT
102393,DSCT
102407,EW
102568,RSCVN
102720,CEP
102744,Mira
102772,CEP
102778,RSCVN
102805,EA
102847,RSCVN
102871,BYDra
102902,SR
102969,CEP
103045,EA
103112,RRc
103167,CEP
103231,EW
103250,DSCT
103395,EA
103535,BYDra
103625,RSCVN
103684,DSCT
103744,EA
103850,DSCT
103864,CEP
103919,EW
103949,EA
104092,EW
104125,DSCT
104175,RSCVN
104183,RSCVN
104281,BYDra
104667,DSCT
104762,DSCT
105137,RSCVN
105159,DSCT
105304,EW
105327,Mira
105555,DSCT
105604,BYDra
105835,RSCVN
105914,SR
106079,EA
106125,CEP
106193,Mira
106328,EW
106614,Mira
106649,DSCT
106667,EA
106669,BYDra
106691,EA
106736,DSCT
106793,EA
106824,RRc
106871,RSCVN
106951,EA
107018,EA
107125,RRc
107503,Mira
107515,EA
107622,BYDra
107635,DSCT
107651,EA
107709,EW
107729,RSCVN
107751,CEP
107806,SR
107815,DSCT
107896,BYDra
107954,DSCT
107956,Mira
108011,EA
108088,EA
108097,EA
108099,CEP
108510,RSCVN
108634,RRc
109047,DSCT
109209,RSCVN
109261,EA
109346,EW
109354,BYDra
109505,DSCT
109647,CEP
109829,BYDra
109853,BYDra
109871,DSCT
109958,EW
109981,SR
110024,RRc
110060,DSCT
110115,RSCVN
110319,BYDra
110342,DSCT
110356,EA
110369,DSCT
110407,BYDra
110575,EW
110616,DSCT
110643,BYDra
110702,Mira
110749,RSCVN
110971,RSCVN
111008,RRc
111040,EA
111137,BYDra
111171,SR
111596,BYDra
111688,DSCT
111842,BYDra
111870,DSCT
112010,Mira
112083,RSCVN
112161,RSCVN
112214,EA
112253,EW
112507,EW
112565,RSCVN
112621,DSCT
112685,BYDra
112730,EW
112789,EW
112838,BYDra
112873,EA
112936,BYDra
112979,DSCT
113171,DSCT
113200,Mira
113248,EA
113267,RSCVN
113289,RR
113333,DSCT
113438,RSCVN
113457,DSCT
113570,DSCT
113666,BYDra
113734,RR
113745,DSCT
113820,BYDra
113879,EA
113894,CEP
113936,SR
113954,RSCVN
114027,DSCT
114166,EW
114500,EW
114502,BYDra
114654,SR
114686,BYDra
114790,Mira
114833,EA
114854,RRc
114921,BYDra
114923,CEP
115231,RR
115411,DSCT
115414,EA
115466,RSCVN
115487,DSCT
115502,DSCT
115631,BYDra
115632,DSCT
115709,RSCVN
115728,DSCT
115772,CEP
115796,EW
115797,RR
115958,SR
115996,RRc
116022,EA
116088,RSCVN
116287,DSCT
116313,BYDra
116567,RSCVN
116803,CEP
116945,BYDra
117016,EA
117135,BYDra
117212,BYDra
117227,DSCT
117351,EW
117361,RSCVN
117408,EW
117414,DSCT
117442,EW
117456,SR
117457,EA
117549,BYDra
117572,BYDra
117671,BYDra
117939,CEP
118179,SR
118220,RSCVN
118249,DSCT
118251,BYDra
118263,DSCT
118264,BYDra
118441,RSCVN
118448,BYDra
118487,CEP
118670,BYDra
118932,EA
119071,RSCVN
119132,BYDra
119427,RSCVN
119527,EA
119627,BYDra
119673,DSCT
119750,EA
119873,BYDra
119981,RSCVN
119987,RR
120066,RRc
120105,DSCT
120122,EW
120216,EW
120460,RSCVN
120582,BYDra
120608,DSCT
120610,SR
120698,SR
120761,RSCVN
121050,BYDra
121150,DSCT
121302,EA
121383,CEP
121506,RRc
121577,RSCVN
121592,RSCVN
121695,SR
121737,EW
121809,SR
121986,CEP
122023,BYDra
122045,EA
122070,BYDra
122111,RSCVN
122154,EA
122193,RSCVN
122292,CEP
122319,RSCVN
122323,RSCVN
122509,EA
122519,RSCVN
122554,EW
122589,BYDra
122611,RSCVN
122618,SR
122639,BYDra
122954,EA
123165,EA
123230,DSCT
123321,EW
123427,RSCVN
123450,Mira
123451,DSCT
123517,EW
123783,BYDra
123861,RSCVN
123891,CEP
123894,DSCT
124168,DSCT
124280,EA
124356,DSCT
124461,EW
124484,DSCT
124485,DSCT
124519,BYDra
124561,DSCT
124651,BYDra
124674,BYDra
124889,BYDra
124998,EW
125031,EW
125133,BYDra
125159,BYDra
125165,RSCVN
125187,CEP
125398,DSCT
125401,EW
125433,DSCT
125817,RSCVN
125840,EA
126172,RSCVN
126396,CEP
126482,EW
126595,BYDra
126599,EA
126782,CEP
126797,RSCVN
126846,EA
127019,DSCT
127111,RR
127125,BYDra
127139,DSCT
127312,DSCT
127351,RSCVN
127378,SR
127449,BYDra
127481,SR
127485,EA
127506,RSCVN
127546,RRc
127581,DSCT
127635,DSCT
127741,DSCT
127774,SR
127977,RSCVN
128127,DSCT
128132,BYDra
128178,EA
128248,EA
128314,EW
128323,DSCT
128580,RR
128597,BYDra
128637,CEP
128659,RSCVN
128721,RRc
128786,EW
128945,Mira
129082,EW
129137,DSCT
129155,CEP
129255,BYDra
129409,CEP
129424,DSCT
129560,EA
129717,RSCVN
129791,EA
129800,RSCVN
129951,CEP
129983,SR
130062,BYDra
130116,RSCVN
130412,CEP
130415,SR
130496,CEP
130653,RSCVN
130686,RSCVN
130698,DSCT
130756,RR
130800,RSCVN
130955,EA
130959,DSCT
131150,RSCVN
131185,RSCVN
131679,DSCT
131770,RRc
131826,EA
131840,CEP
131868,EW
132025,CEP
132029,RRc
132125,SR
132199,DSCT
132329,EW
132358,CEP
132378,EA
132399,DSCT
132482,CEP
132504,EW
132568,BYDra
132595,BYDra
132743,BYDra
132953,BYDra
133172,DSCT
133189,BYDra
133216,DSCT
133307,EA
133335,SR
133349,RRc
133374,EA
133573,RSCVN
133815,RSCVN
133832,DSCT
133843,SR
134066,RSCVN
134316,EA
134357,RSCVN
134408,EA
134435,BYDra
134508,EA
134623,BYDra
134879,CEP
134900,Mira
134939,RR
135023,RSCVN
135106,DSCT
135136,RSCVN
135265,RSCVN
135647,DSCT
135787,CEP
135798,RSCVN
135805,EA
135872,EW
135943,BYDra
135952,BYDra
135988,EW
135990,RRc
136004,BYDra
136043,EA
136060,EW
136134,CEP
136176,EA
136186,EA
136189,EA
136211,BYDra
136265,RSCVN
136431,RSCVN
136449,BYDra
136541,EA
136556,EA
136568,BYDra
136674,DSCT
136745,DSCT
136755,SR
136783,DSCT
136893,CEP
136944,CEP
137053,DSCT
137164,EW
137316,DSCT
137381,RSCVN
137555,RSCVN
137620,EA
137621,DSCT
137678,EW
137759,DSCT
137835,SR
138007,EA
138048,EW
138082,EW
138135,RSCVN
138200,CEP
138324,RRc
138378,EW
138403,RSCVN
138406,EA
138478,DSCT
138529,BYDra
138618,RSCVN
138787,CEP
138821,EW
138873,EA
138913,BYDra
138961,DSCT
139022,EW
139163,DSCT
139229,RSCVN
139384,EW
139400,BYDra
139437,EW
139615,EW
139627,CEP
139639,BYDra
139803,EA
140040,BYDra
140052,CEP
140103,BYDra
140347,EA
140438,DSCT
140607,DSCT
140759,RSCVN
140785,EW
140882,RSCVN
140892,DSCT
140964,EA
141110,DSCT
141113,EW
141233,BYDra
141389,EW
141421,BYDra
141456,DSCT
141556,EW
141564,BYDra
141569,EW
141602,DSCT
141608,DSCT
141670,BYDra
141727,BYDra
141743,Mira
141848,DSCT
141876,DSCT
141905,EW
141931,EA
141971,RSCVN
142014,CEP
142101,DSCT
